region,razon_social,rut,contacto_y_direccion,telefonos,correos,categoria,resolucion
MAULE,EGIS ILUSTRE MUNICIPALIDAD DE CAUQUENES,69.120.400-6,LUIS ALEJANDRO FERNANDEZ JARAMILLO ANTONIO VARAS N° 466 CAUQUENES,732565293,egis.muni.cauquenes@gmail.com,ÚNICA,780 / 15-10-2020
MAULE,CONSULTORA SEPTIMO SUEÑO LIMITADA,76.442.108-6,MONICA ANDREA HERRERA VALENZUELA AVENIDA CEMENTERIO N°1457 MOLINA (75)2492783- (9),72145894,monica@septimosueno.cl,SEGUNDA,790 / 30-08-2021
MAULE,EGIS AMERICO VERA ROMERO EMPRESA INDIVIDUAL Y DE RESPONSABILIAD LIMITADA,76.419.854-9,"AMERICO VERA ROMERO DOS ORIENTE 3 Y 4 SUR,EDIFICIO LOS ROBLES DPTO 404 TALCA",977586305,rakiffe@gmail.com,TERCERA,795 / 30-08-2021
MAULE,PABLO LUCIANO SUMONTE ROJAS,13.858.432-1,PABLO LUCIANO SUMONTE ROJAS HUAMACHUCO N° 887 SAN CLEMENTE,985145525,psumonte1980@gmail.com,TERCERA,796 / 30-08-2021
MAULE,SALAZAR SpA,76.010.802-2,MARCO SALAZAR VILLA RAUQUEN CALLE LOS ROBLES N° 410 CURICO /,752327181 / 74951474,habimaule@gmail.com,PRIMERA,797 / 30-08-2021
MAULE,CESPEDES MAS LUNA ARQUITECTOS ASOCIADOS SPA,76.848.494-5,RODOLFO ALEJANDRO CESPEDES MUÑOZ 2 SUR N 853 EDIF CAPITANIA 2 PISO OF 15 TALCA,984739030,inmobiliaria.social.co.habitar@gmail.com,TERCERA,804 / 30-09-2021
MAULE,CONSULTORA E INMOBILIARIA PUMAITEN SPA,77.252.191-K,LUIS FELIPE JURY RIVEROS CALLE 035 CASA 2 LOS GUINDOS CURICO,934267764,consultorapumaiten@gmail.com,TERCERA,805 / 30-09-2021
MAULE,FUNDACION CRATE,70.552.800-4,JORGE BRITO OBREQUE 1 NORTE N° 550 PISO 4 TALCA (71)2231052 / (71)2210857,,administracion@crate.cl / juridicovivienda@crate.cl,PRIMERA,807 / 22-10-2020
MAULE,EGIS ILUSTRE MUNICIPALIDAD DE LICANTÉN,69.100.500-3,MARCELO FERNANDEZ VILOS JUAN ESTEBAN MONTERO 25 LICANTEN,(75)2555330 - 68996721,egis.licanten@gmail.com,ÚNICA,808 / 23-10-2020
MAULE,HABITAT CRATE LIMITADA,76.156.045-K,GABRIELA ANDREA DEL PINO NAVARRETE 18 ORIENTE Y 4 SUR LOTE A 8850 TALCA (71)2231065,,administracion@crate.cl,PRIMERA,809 / 23-10-2020
MAULE,EMPRESA DE GESTÓN INMOBILIARIA NUEVA CASA LTDA,76.998.531-K,JOCELYN DANIELA SOTO NEIRA 9 1/2 SUR N°285 TALCA,(71)2435397 - 941736124,egisnuevacasa@gmail.com,TERCERA,827 / 03-09-2021
MAULE,CONSTRUYENDO SUEÑOS LIMITADA,77.033.662-7,"PAULO ANDRES QUIROGA QUIROGA 38 1/2 ORIENTE 6 1/2 SUR N° 577, HUERTOS DE SAN MIGUEL TALCA",979013288,egisconstruyendosuenos@gmail.com,TERCERA,828 / 03-09-2021
MAULE,PATRICIO ESTEBAN BENAVENTE MEZA,17.967.900-0,PATRICIO ESTEBAN BENAVENTE MEZA SAN FRANCISCO N° 205 CAUQUENES,984108499,pbenaventemeza@gmail.com,TERCERA,834 / 29-10-2020
MAULE,ENTIDAD PATROCINANTE RV LIMITDA,77.207.975-3,"JOCELYN NICOLE REYES BUSTAMANTE 14 SUR N° 1401, VILLA EL ESFUERZO TALCA (71)2274155",,entidadpatrocinanterv@gmail.com,TERCERA,835 / 29-10-2020
MAULE,CONSULTORA E INMOBILIARIA BUENAVISTA SPA,76.521.196-4,EDUARDO BRAVO CANALES MERINO JARPA #27 CURICO /,84799101 / 961587 93,consultorabuenavista@gmail.com,TERCERA,841 / 03-11-2021
MAULE,CONSTRUCCIONES SANTA SOFIA SpA,76.649.122-7,JUAN CARLOS ARANDA ARANDA YERBAS BUENAS N° 1309 MOLINA,442928099,contacto@egissantasofia.cl,TERCERA,847 / 24-07-2019
MAULE,PROYECTO TALCA DEL MAULE LIMITADA,76.207.604-7,GABRIELA ROJAS DOMINGUEZ 3 ORIENTE 2 Y 3 NORTE 1326 EDIFICIO RUGENDAS DPTO 2D TALCA,981375423,protalca@gmail.com,TERCERA,870 / 13-11-2020
MAULE,EGIS ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN,69.120.100-7,FABIAN MANUEL PÉREZ HERRERA PORTALES 450 CONSTITUCION (71)2249967,,egis.constitucion@gmail.com,ÚNICA,905 / 17-11-2020
MAULE,ENTIDAD PATROCINANTE IGNACIO SALAS SANDOVAL SPA,76.364.275-5,IGNACIO GABRIEL SALAS SANDOVAL FREIRE 789 LINARES (73)2331152,,entidadepis@gmail.com,TERCERA,906 / 17-11-2020
MAULE,SOCIEDAD ENTIDAD PATROCINANTE HONORATO LIMITADA,76.906.158-4,MARIA EUGENIA VALDES ALFARO 1 SUR EDIFICIO TORRE TALCA N°865 OF 62 TALCA,71-2233623,contacto@ihonorato.cl,TERCERA,907 / 23-09-2021
MAULE,EMPRESA DE GESTIÓN INMOBILIARIA CENTRO-SUR LIMITADA,76.154.306-7,ANDREA CEA PAVEZ 9 ORIENTE N°2034 9 Y 10 NORTE TALCA (71)2215207,,contacto@egiscentrosur.cl,SEGUNDA,909 / 23-09-2021
MAULE,I. MUNICIPALIDAD DE MOLINA,69.110.100-2,"PRISCILLA CASTILLO GERLI GALERIA AV QUECHEREGUAS 1639, OFICINA 2 Y 3 MOLINA",964549776,egisvivienda@molina.cl,ÚNICA,917 / 28-09-2021
MAULE,EGIS MUNICIPALIDAD DE TALCA,69.110.400-1,PATRICITA ELENA ALBORNOZ AVENDAÑO 1 ORIENTE N 1384 TALCA,92556060- 712 203858,egismunicipal@talca.cl,ÚNICA,942 / 30-09-2021
MAULE,SOCIEDAD AVANCEMOS JUNTOS LIMITADA,77.036.465-5,CONSTANZA DANIELA MORALES ALEGRIA POBLACION LA UNION CALLE NUEVA ESPERANZA N° 1447 CAUQUENES,950582068,egisavancemosjuntos@gmail.com,TERCERA,943 / 30-09-2021
MAULE,INMOBILIARIA NUEVO HOGAR SPA,76.725.669-8,"MARIA JOSE VERDUGO ALBORNOZ CALLE MANUEL RODRIGUEZ S/N, CAMAICO RIO CLARO",984776809,nuevohogarspa@gmail.com,TERCERA,944 / 30-09-2021
MAULE,CONSULTORA FORJANDO DIGNIDAD LIMITADA,76.842.995-2,VARINNIA ANDREA TERRAZA GIACAMAN KURT MOLLER N 22 LINARES,932969982,fodidelmaule@gmail.com,TERCERA,950 / 30-09-2021
MAULE,SOCIEDAD DE SERVICIOS HABITACIONALES CASA PROPIA LIMITADA,76.353.560-6,"LUIS LOZANO DONAIRE CALLE 4 NORTE,N° 620, QUINTO PISO, OFICINA 501, ALAMEDA TALCA (71)2511030",,casapropia@casapropiatalca.cl,PRIMERA,953 / 01-10-2021
MAULE,CONSTRUCTORA CLAUDIA MARINA ARENAS IBARRA E.I.R.L.,76.354.116-9,"CLAUDIA MARINA ARENAS IBARRA ESTADO 175, OFICINA 8-A, 2° PISO CURICO /",752314493 / 9841260 96,construareirl@mail.com,TERCERA,957 / 01-10-2021
MAULE,ENTIDAD PATROCINANTE NUEVA ERA LTDA,77.006.497-k,EUGENIA GODOY ROJAS ALONZO DE ERCILLA PAS 4 1/2 NORTE B INTERIOR N° 3464 TALCA,228958523,egisnuevaera@gmail.com,TERCERA,967 / 08-10-2021
MAULE,CONSTRUCTORA E INMOBILIARIA 4 CANELOS SPA,77.362.089-K,"EDUARDO ENRIQUEZ ARAYA VASQUEZ PANGUILEMO SUR, KM 244 S/N TALCA",994494085,4canelos@gmail.com,TERCERA,968 / 08-10-2021
MAULE,EGIS ILUSTRE MUNICIPALIDAD DE CURICO,69.100.100-8,MARÍA CAROLINA ARIAS SEGUEL CALLE ARGOMEDO N° 213 CURICO (75)2547633 / /,9971763928,ENCARGADAEGIS@CURICO.CL / egis@curico.cl,ÚNICA,973 / 24-11-2020
MAULE,NEXO SPA,76.864.017-3,"XIMENA DE LOURDES DURAN ROJA LA MARQUEZA CALLE MANUEL CORREA N° 257, CASA 9 CURICO",752336761,ximena.nexo@gmail.com,TERCERA,974 / 24-11-2020
MAULE,EGIS PROGRESA SPA,77.171.635-0,CARLOS ANTONIO NUÑEZ FARIAS MAIPU N° 479 CURICO (75)2260594,,egis.progresaspa@gmail.com,TERCERA,987 / 27-11-2020
MAULE,CONSULTORA CURICOSUR LIMITADA,77.027.272-6,MARIA CORDERO AVENIDA CAVALIN N° 87 SARMIENTO CURICO,984709909,info.curicosur@gmail.com,TERCERA,997 / 21-10-2021
MAULE,ASESORIA JOSE QUEZADA SALAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,76.719.162-6,"JOSE QUEZADA SALAS BALMACEDA 221, OFICINA Nº12 CAUQUENES",942955336,fuentesalegria.psat@gmail.com,TERCERA,1044 / 03-11-2021
MAULE,CONSTRUCTORA CARLOS GONZÁLES BELTRÁN EMPRESA INDIVIDUAL DE RSPONSABILIDAD LIMITADA,76.925.960-0,"CARLOS GONZALEZ BELTRAN MERCED 255, OFICINA 402 CURICO (75)2315821",,constructora.murano@gmail.com,TERCERA,1061 / 03-11-2021
MAULE,EGIS E Y M LIMITADA,76.219.594-1,ESTEBAN PEREZ ARRIAGA POBL. MAITENHUAPI 15 ORIENTE N° 1672 TALCA (71)2247432,,egiseym@gmail.com,SEGUNDA,1075 / 08-11-2021
MAULE,CONSTRUCTORA LOMAS DEL MAULE LTDA.,52.001.128-5,MARIO ALFONSO PEREZ VILCHES O'HIGGINS N°583 OFICINA 3 CONSTITUCION,98850953 71-2676751,Constructoramperez@gmail.com,PRIMERA,1101 / 17-11-2021
MAULE,EGIS BARRIO VIVO SpA,76.846.095-7,"URIEL ISAAC VELOSO LAGOS VILLA DOÑA GLORIA II, 15 PONIENTE 22 1/2 SUR N° 0274 TALCA /",228862217 / 9520145 37,egisbarriovivo@gmail.com,SEGUNDA,1102 / 17-11-2021
MAULE,LAMBDA INMOBILIARIA SPA,76.760.839-K,"RODRIGO ARIEL GARCIA GONZALEZ 1 PONIENTE N° 1258, 5 PISO OFICINA 501 TALCA / /",71-2273608 / 965992112 / 9666895 80,lambdainmobiliaria@gmail.com,TERCERA,1103 / 17-11-2021
MAULE,INMOBILIARIA SOCIAL GENIAL TU CASA LTDA,77.035.015-8,OSVALDO SALAS 1 SUR 1 Y 2 ORIENTE #85 EDIFICIO TORRE TALCA PISO 12 OFICINA 121 TALCA / / .,981378446 / 94927789 / 712472685,egisgenialtucasa@gmail.com,TERCERA,1161 / 29-11-2021
MAULE,ENTIDAD ACROPOLIS MAXIMILIANO ANDRES URBINA SAAVEDRA EIRL,77.464.097-5,MAXIMILIANO ANDRES URBINA SAAVEDRA 2 SUR N 870 PISO 15 OF 1502 TALCA,956502176,acropolis.egis.vii@gmail.com,TERCERA,1210 / 07-12-2021
MAULE,INMOBILIARIA ANDES DEL MAULE SPA,77.449.624-6,WILMA ELIZABETH SALAZAR OSSES CALLE INDEPENDENCIA N 85 OF 501 LINARES,973061862,andesdelmaule@gmail.com,TERCERA,1267 / 17-12-2021
MAULE,CIMA ASESORES SPA,77.455.031-3,JOSE MATIAS MUÑOZ JARA 2 NORTE N° 1681 OFICINA 1 TALCA,974187250,cimaasesores.talca@gmail.com,TERCERA,1268 / 17-12-2021
MAULE,OIKOS SPA,77.470.319-5,GINET MICAL ZUÑIGA ALDANA SARGENTO ALDEA N 2626 SAN JAVIER,957907726,egisoikosspa@gmail.com,TERCERA,1289 / 23-12-2021
ÑUBLE,ASISTENCIA TÉCNICA ALTO HORIZONTE LIMITADA,76.940.287-K,NICOLE CABRERA PARRA CALLE ERASMO ESCALA N° 125 CHILLÁN VIEJO,422252074 930759733,asistenciatecnicaaltohorizonte@gmail.com,TERCERA,208 / 01-08-2019
ÑUBLE,ENTIDAD PATROCINANTE CONSTRUCTORA IRAIRA LTDA.,76.524.990-2,FRANZ IRAIRA QUEZADA AVENIDA FRANCIA N° 325 CHILLÁN,422272062 989205668,info@iraira.cl / firaira@iraira.cl,PRIMERA,218 / 12-08-2019
ÑUBLE,SERVICIOS Y ASESORÍAS INMOBILIARIAS Y HABITACIONALES CENTRO LIMITADA,76.972.118-5,"NICOLÁS BADILLA GUTIÉRREZ CALLE 18 DE SEPTIEMBRE N° 246, PISO 11, OF.1109 CHILLÁN",982488916,epcentronuble@gmail.com,PRIMERA,248 / 23-08-2019
ÑUBLE,ENTIDAD PATROCINANTE LOS LLEUQUES SPA,76.869.281-5,KAREN FUENTES NAVARRETE CALLE MATTA N° 327 SAN CARLOS,422476264,eploslleuques@gmail.com,SEGUNDA,258 / 03-09-2019
ÑUBLE,ASISTENCIA TÉCNICA LOS NOGALES SPA,76.987.421-6,CIRO RUBILAR ALARCÓN BULNES N° 309 CHILLÁN,986444591,ep.losnogales@gmail.com,TERCERA,278 / 23-09-2019
ÑUBLE,ILUSTRE MUNICIPALIDAD DE QUIRIHUE,69.140.100-6,LEILA GASAUI IRRIBARRA CALLE ESMERALDA N° 698 QUIRIHUE,422531393 978211599,egisquirihue@gmail.com,ÚNICA,279 / 23-09-2019
ÑUBLE,CONSTRUCCIÓN Y GESTIÓN INMOBILIARIA CREA LTDA.,76.918.995-5,SIHGRI RIVERA JARA CALLE 18 DE SEPTIEMBRE N° 14 CHILLÁN,422323503,egrcrealtda@gmail.com,SEGUNDA,288 / 26-09-2019
ÑUBLE,ENTIDAD PATROCINANTE GESTIÓN ACTIVA LTDA.,77.008.083-5,LUIS TORRES ARTEAGA CALLE CONSTITUCIÓN N° 339 CHILLÁN,974358465,epgestionactiva@gmail.com,TERCERA,284 / 26-09-2019
ÑUBLE,SOCIEDAD CONSULTORA MARGARITA BRAVO LTDA.,77.006.862-2,MARGARITA BRAVO SÁNCHEZ GAMERO N° 964 CHILLÁN,422503048 985068415,mbravoconsultoresltda@gmail.com,TERCERA,294 / 02-10-2019
ÑUBLE,CARRASCO Y CARRASCO CONSULTORES SPA,76.610.870-9,"RAQUEL VILUGRÓN FERNÁNDEZ FUNDO SAN JOAQUÍN LOTE 7 Y 8, KM. 7,9 CHILLÁN VIEJO",422423710 42452590,egis@hyc.cl,PRIMERA,350 / 22-11-2019
ÑUBLE,ILUSTRE MUNICIPALIDAD DE PORTEZUELO,69.140.200-2,YECSICA FARÍAS PONCE O'HIGGINS N° 403 PORTEZUELO,422200800 227976858,egis@mportezuelo.cl / viviendaportezuelo@gmail.com,ÚNICA,388 / 17-12-2019
ÑUBLE,ENTIDAD PATROCINANTE FUENZALIDA Y VILLA LTDA.,77.052.353-2,"OLGA SEPÚLVEDA PÉREZ CALLE 18 DE SEPTIEMBRE N° 414, OF. 3, SEGUNDO PISO CHILLÁN",990223511,puelo.entidadpatrocinante@gmail.com,TERCERA,394 / 23-12-2019
ÑUBLE,SOCIEDAD DE GESTIÓN INMOBILIARIA ANDALUZ LTDA.,76.319.623-2,"YOSELIN SEPÚLVEDA MAUREIRA AV. LIBERTAD N° 640, OF. 209 CHILLÁN",422835224,egisandaluz@gmail.com,PRIMERA,1 / 03-01-2020
ÑUBLE,CONSULTORA E INMOBILIARIA CONKRETA SPA,76.358.869-6,EDGARDO SILVA SANDOVAL BLANCO ENCALADA N° 39 CHILLÁN,422329261 977492874,consultoraconkreta@gmail.com,TERCERA,3 / 03-01-2020
ÑUBLE,ILUSTRE MUNICIPALIDAD DE BULNES,69.141.200-8,FAHD HIDD VIVALLOS CARLOS PALACIOS N° 418 BULNES,422631488,egisbulnes@imb.cl,ÚNICA,2 / 03-01-2020
ÑUBLE,CONSTRUCTORA Y ASISTENCIA TÉCNICA LA TOSCANA LTDA.,76.411.500-7,"IRMA PLACENCIA CAVALLIERI JOSÉ JOAQUÍN PÉREZ N° 360, SEGUNDO PISO QUIRIHUE",422530437,sociallatoscana@gmail.com / casastoscana@yahoo.es,SEGUNDA,36 / 31-01-2020
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL LOS OLIVOS LTDA,76.607.029-9,MARYORIE SEPÚLVEDA CRISÓSTOMO CALLE VEGA DE SALDÍAS N° 428 CHILLÁN,422234460,egis.losolivosltda@gmail.com,SEGUNDA,34 / 31-01-2020
ÑUBLE,"INGENIERÍA, DISEÑO, ARQUITECTURA Y CONSTRUCCIÓN LTDA.",76.085.781-5,"ORLANDO MÉNDEZ ZURITA MARTÍN RUIZ DE GAMBOA N° 634, LOCAL 10 CHILLÁN",994725106,epatrocinante.idac@gmail.com / epatrocinante2.idac@gmail.com,TERCERA,35 / 31-01-2020
ÑUBLE,SOCIEDAD CONSTRUCTORA MOLINA Y ROMERO LTDA.,89.903.500-3,VÍCTOR ROMERO MOLINA AV. COLLÍN N° 950 CHILLÁN,42227743,constructoraromero@gmail.com,TERCERA,37 / 31-01-2020
ÑUBLE,SERVICIOS Y CONSTRUCCIONES LC LTDA.,76.077.348-4,"BERNARDO HEREDIA NÚÑEZ LOTE 2-C, FUNDO BOYÉN, CAMINO A PINTO CHILLÁN",412222951 974763118,bheredia@constructoralc.cl,TERCERA,44 / 07-02-2020
ÑUBLE,ILUSTRE MUNICIPALIDAD DE EL CARMEN,69.141.700-K,ELIZABETH UMANZOR SEPÚLVEDA JUVENAL HERNÁNDEZ JAQUE N° 314 EL CARMEN,422503385 950920184,egis@municipalidadelcarmen.cl,ÚNICA,65 / 25-02-2020
ÑUBLE,SOCIEDAD DE SERVICIOS INMOBILIARIOS Y HABITACIONALES ESPINOZA Y AEDO LTDA.,76.059.088-6,"VERÓNICA ESPINOZA FUENTES CALLE 5 DE ABRIL N° 934, OF. 11 CHILLÁN",422548083,egis.aye@gmail.com,PRIMERA,75 / 09-03-2020
ÑUBLE,SERVICIOS FINANCIEROS E INMOBILIARIOS CREDYHOGAR LIMITADA,76.062.200-1,MARÍA INÉS RODRÍGUEZ CONSTITUCIÓN N° 215 CHILLÁN,984799646 225519674,mrodriguez@credyhogar.cl / avcnuble@credyhogar.cl,TERCERA,76 / 09-03-2020
ÑUBLE,ILUSTRE MUNICIPALIDAD DE COELEMU,69.150.200-7,FRANCISCO MALIO CAAMAÑO PEDRO LEÓN GALLO N° 609 COELEMU,422556605,epcoelemu@gmail.com,ÚNICA,78 / 09-03-2020
ÑUBLE,ENTIDAD PATROCINANTE EMMANUEL SPA,76.044.052-3,FRANCISCO MACHUCA HERNÁNDEZ BARBOZA N° 528 CHILLÁN VIEJO,422250030,ep.emmanuel.spa@gmail.com,PRIMERA,144 / 13-05-2020
ÑUBLE,SOCIEDAD INMOBILIARIA GARCÍA Y BARBERIS LTDA.,76.016.702-9,"LUIS GUSTAVO DURÁN SOTO INDEPENDENCIA N° 233, OF. 6 CHILLÁN",412221597 976497518,egisconastec@gmail.com,PRIMERA,138 / 13-05-2020
ÑUBLE,GESTIONES LONQUEN LTDA.,76.768.255-7,"MAURO ESPINOZA BRIONES CALLE 5 DE ABRIL N° 611, OF. 2, SEGUNDO PISO CHILLÁN",422503160 997112554,gestioneslonquen@gmail.com,PRIMERA,140 / 13-05-2020
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL SAN AGUSTÍN LTDA.,76.450.754-1,MARCELO MELLA CONTRERAS CALLE RIQUELME N° 188 SAN CARLOS,422412176,egissanagustin@gmail.com,TERCERA,141 / 13-05-2020
ÑUBLE,CONSULTORA DE GESTIÓN HABITACIONAL AREASUR LIMITADA,76.041.780-7,"JAVIER NOVOA CAPPONI AV. LIBERTAD N° 455, PISO 13, OFICINA 1305 CHILLÁN",412210168 953841598,areasur@areasur.cl,PRIMERA,171 / 28-05-2020
ÑUBLE,SERVICIOS Y ASESORÍAS INMOBILIARIAS Y HABITACIONALES BIOBÍO LTDA.,76.011.034-5,ENRIQUE MARTÍNEZ HERNÁNDEZ CALLE PURÉN N° 425 CHILLÁN,949706721,biocej@gmail.com,PRIMERA,182 / 03-06-2020
ÑUBLE,ENTIDAD PATROCINANTE SUR LTDA.,76.749.551-K,ANDRÉS VERA SANDOVAL CALLE LIBERTAD N° 140 CHILLÁN,949706721,epsurltda@gmail.com,PRIMERA,185 / 03-06-2020
ÑUBLE,COOPERATIVA DE TRABAJO ASECOOP LTDA.,77.885.200-4,"ROBERTO GARCÍA RAMÍREZ AV. ARGENTINA N° 23, OF. 5 CHILLÁN",984821918,asecoop@gmail.com,SEGUNDA,183 / 03-06-2020
ÑUBLE,COSTA Y ASOCIADOS LIMITADA,76.796.680-6,ÁLEX COSTA CORNEJO CONSTITUCIÓN N° 1050 CHILLÁN,422281287 994608092,ep.sanjoseltda@gmail.com / alexcostacornejo@gmail.com,TERCERA,184 / 03-06-2020
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL PROYEKTA LTDA.,76.810.803-K,"MARCELO MELLA CONTRERAS CALLE RIQUELME N° 188, OF. 2 SAN CARLOS",940908140,egisproyektaltda@gmail.com,TERCERA,190 / 08-06-2020
ÑUBLE,ENTIDAD PATROCINANTE ACOGE ASESORÍAS Y CONSULTORÍAS LTDA.,76.556.762-9,"MAURICIO MORA BARRERA JOSÉ JOAQUÍN PRIETO N° 324, 2° PISO CHILLÁN",422542444 978503940,acogeconsultorias@gmail.com,TERCERA,201 / 12-06-2020
ÑUBLE,ILUSTRE MUNICIPALIDAD DE SAN NICOLÁS,69.140.800-0,MARTA PARRA BELLO AVENIDA ARTURO PRAT N° 202 SAN NICOLÁS,997358412,sannicolas.ep@gmail.com / dideco.munisannicolas@gmail.com,ÚNICA,204 / 15-06-2020
ÑUBLE,MARÍA IGNACIA ROMO ZIEBRVECHT,17.128.715-4,"MARÍA IGNACIA ROMO ZIEBRVECHT PASAJE 12 N° 272, VILLA SAN MARTÍN CHILLÁN",998448760,entidadpatrocinante.mirz@gmail.com,TERCERA,213 / 22-06-2020
ÑUBLE,ENTIDAD PATROCINANTE EMPRESA CONSTRUCTORA PAOLA LAMAS Y COMPAÑÍA LTDA.,77.834.330-4,PAOLA LAMAS ALEGRÍA SAMUEL BAMBACH N° 254 COELEMU,443687864 983500897,constructoralamas@hotmail.com,TERCERA,222 / 01-07-2020
ÑUBLE,SOCIEDAD CONSULTORA DIGNIFICA LTDA.,76.332.067-7,"NATALIA VENEGAS SEPÚLVEDA CALLE 18 DE SEPTIEMBRE N° 695, OFICINA N° 4A, EDIFICIO ALICO CHILLÁN",4224161831 963358369,consultoradignifica@gmail.com,PRIMERA,235 / 13-07-2020
ÑUBLE,SOCIEDAD CONSTRUCTORA COIQUEN LTDA.,76.249.889-8,HERNÁN BUSTOS ROMERO ESMERALDA N° 575 QUIRIHUE,942585458,constructoracoiquen@gmail.com,TERCERA,245 / 20-07-2020
ÑUBLE,NUEVA COIQUEN ENTIDAD DE GESTION INMOBILIARIA SOCIAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,76.643.347-2,JONATHAN SOTO RAMÍREZ ESMERALDA N° 575 A QUIRIHUE,422530130 942585458,egr.nuevacoiquen@gmail.com,TERCERA,244 / 20-07-2020
ÑUBLE,CONSULTORA E INVERSIONES RED ÑUBLE LTDA.,76.141.663-4,"PAOLA MUÑOZ RODRÍGUEZ CALLE BULNES N° 470, PISO 3, OF. 36 CHILLÁN",42876146 42876145,rednubleinversiones@gmail.com,SEGUNDA,250 / 21-07-2020
ÑUBLE,ORGANIZACIÓN NO GUBERNAMENTAL DE DESARROLLO Y JUSTICIA SOCIAL ACCIÓN SOLIDARIA,65.070.982-9,SUSANA VIDAL PEÑA CALLE 5 DE ABRIL N° 191 CHILLÁN,942299784,ong.accionsolidaria@gmail.com,TERCERA,279 / 13-08-2020
ÑUBLE,SERVICIOS SOCIALES Y DE GESTIÓN ÑUBLEHOGAR LTDA.,76.799.055-3,"OMAR REBOLLEDO SÁEZ MAIRA CASTELLÓN N° 386, ÑIPAS RÁNQUIL",422556010,nublehogar@gmail.com,TERCERA,310 / 02-09-2020
ÑUBLE,ENTIDAD PATROCINANTE LA MIA ATTIVITÁ LIMITADA,76.591.554-6,SOLANGE LEONELLI MARTÍNEZ LUIS ARELLANOS N° 109 CHILLÁN VIEJO,422521328 963921497,sleonelli.sl@gmail.com / lma.ltda.e.p.@gmail.com,TERCERA,395 / 03-11-2020
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL PUNILLA SPA,77.204.801-7,"VÍCTOR SEPÚLVEDA NAVARRETE CALLE BULNES N° 695, OF. 3 CHILLÁN",926192775,ep.punilla@gmail.com,TERCERA,9 / 14-01-2021
ÑUBLE,ENTIDAD DE GESTIÓN INMOBILIARIA Y SOCIAL MEJOR HOGAR SPA,77.196.061-8,"VÍCTOR SEPÚLVEDA NAVARRETE CALLE BULNES N° 695, OF. 5 CHILLÁN",996314568,ep.mejorhogar@gmail.com,TERCERA,11 / 14-01-2021
ÑUBLE,RODRIGO VELOSO AEDO,15.217.770-4,"RODRIGO VELOSO AEDO FUNDO SAN ANTONIO, LOTE 2-1, KM. 0,2, VARIANTE A SAN IGNACIO S/N SAN IGNACIO",966545582 956191131,eprodrigoveloso@gmail.com,TERCERA,103 / 26-03-2021
ÑUBLE,SOCIEDAD INMOBILIARIA G Y C GESTIÓN LIMITADA,76.031.053-0,"ALEXIS CASTILLO ALARCÓN CALLE FREIRE N° 496, 1° PISO SAN CARLOS",977755181,gycgestionlimitada@gmail.com,PRIMERA,147 / 07-05-2021
ÑUBLE,INGENIERÍA GESTIÓN Y SERVICIOS LIMITADA,77.083.409-0,OLGA ANTEZANA ZURITA CALLE MAIPÓN N° 577 CHILLÁN,948556341,ingese.oficial@gmail.com,TERCERA,148 / 07-05-2021
ÑUBLE,SOCIEDAD CONSULTORA MARGARITA BRAVO SPA,77.279.241-7,MARGARITA BRAVO SÁNCHEZ GAMERO N° 964 CHILLÁN,985068415,mbravoconsultores.spa@gmail.com,TERCERA,218 / 09-07-2021
ÑUBLE,ASISTENCIA TÉCNICA CONSTRUYE LTDA.,77.303.661-6,SOFÍA MEDINA GUTIÉRREZ GENERAL VELÁSQUEZ N° 499 CHILLÁN VIEJO,422252074 930759733,asistenciatecnicaconstruye@gmail.com,TERCERA,231 / 14-07-2021
ÑUBLE,SOCIEDAD CONSULTORA CUMBRES LIMITADA,76.029.886-7,ERICA SANDOVAL GARAY GAMERO N° 520 CHILLÁN,998726094,cumbres.limitada@gmail.com,SEGUNDA,258 / 05-08-2021
ÑUBLE,ASISTENCIA TÉCNICA 3 MONTES LTDA.,77.310.963-K,NATALY DOMÍNGUEZ MUNDACA CALLE ROSAS N° 694 CHILLÁN,233660901 957865348,asistenciatecnicatresmontes@gmail.com,TERCERA,264 / 09-08-2021
ÑUBLE,SERVICIOS HABITACIONALES CHILE LIMITADA,76.229.208-4,"DENNIS MACAYA ESPINOZA CALLE 18 DE SEPTIEMBRE N° 246, OF. 711, SÉPTIMO PISO, EDIFICO 18-S CHILLÁN",413160205 413160200,dmacaya@shchile.cl / lluna@ihv.cl,PRIMERA,272 / 17-08-2021
ÑUBLE,ILUSTRE MUNICIPALIDAD DE PEMUCO,69.141.600-3,VIOLETA VEGA ABELLO SAN MARTÍN N° 498 PEMUCO,422259500 978482451,egis.pemuco@gmail.com,ÚNICA,273 / 17-08-2021
ÑUBLE,GESTIÓN INMOBILIARIA Y SOCIAL TRAYENCO SPA,77.285.025-5,BÁRBARA RODRÍGUEZ CEA GAMERO N° 338 CHILLÁN,974783710,eptrayencospa@gmail.com,PRIMERA,312 / 02-09-2021
